transaction_id,transaction_timestamp,sender_bank,receiver_bank,sender_upi,receiver_upi,amount,transaction_type,transaction_status,city,state,device_id,response_time_ms,failure_reason
62c7e2db-9b82-4c8d-ade8-85c0cabe0705,2026-06-21 10:02:10,ICICI,HDFC,manish905@icici,pooja398@okhdfc,18146,Bill Payment,FAILED,Pune,Maharashtra,DEV100013,2477,Daily Limit Exceeded
3dc3bcc5-b4a2-4fc7-9abd-bc4b71c8440c,2026-07-09 01:44:27,SBI,ICICI,amit284@oksbi,vikas682@icici,30615,Bill Payment,SUCCESS,Mumbai,Maharashtra,DEV100054,2145,
6555b598-626c-481e-ba39-6922f8995ef7,2026-06-22 20:43:52,ICICI,HDFC,manish661@icici,pooja345@okhdfc,527,Merchant,SUCCESS,Jaipur,Rajasthan,DEV100150,2191,
9c9705c7-db99-4b4f-b03f-ffe6f44e8451,2026-07-11 08:59:51, SBI ,HDFC,ankit573@oksbi,karan361@okhdfc,33698,Merchant,FAILED,Delhi,Delhi,DEV100129,1272,Timeout
bc9eda97-f35f-49a0-a42a-68ebb0ce9c07,2026-06-23 14:16:02,SBI,HDFC,priya683@oksbi,kartik601@okhdfc,46939,Recharge,SUCCESS,Bangalore,Karnataka,DEV100076,2804,
3770dbc7-ec78-400b-8406-32ed60678044,2026-07-02 17:07:14,ICICI,Axis,priya573@icici,prachi141@axis,25455,Merchant,SUCCESS,Bangalore,Karnataka,DEV100032,541,
36c2f20f-0883-461f-aebe-ac44883e7655,2026-07-07 04:08:07,Axis,HDFC,sneha738@axis,simran725@okhdfc,30059,Bill Payment,SUCCESS,Bangalore,Karnataka,DEV100033,1505,
6ed18fa4-1e91-4d80-9c59-9a8bb2d14f6a,2026-06-19 12:22:00, HDFC ,Axis,arjun662@okhdfc,sneha345@axis,47971,P2P,SUCCESS,Jaipur,Rajasthan,DEV100164,2099,
e252afde-bfcd-4481-b1cb-6c98aa418ce0,2026-07-02 05:54:35,HDFC,ICICI,rahul957@okhdfc,arjun935@icici,29823,P2P,SUCCESS,Ahmedabad,Gujarat,DEV100061,1077,
e70d56fd-ad66-49ce-9b0e-a832c598b5d8,2026-06-18 06:05:28,SBI,ICICI,sneha807@oksbi,arjun189@icici,36608,P2P,SUCCESS,Hyderabad,Telangana,DEV100191,141,
78f75210-8a63-4292-b7b5-1fc6a08fcd64,2026-07-12 10:31:22,HDFC,SBI,vikas770@okhdfc,arjun916@oksbi,48732,Recharge,SUCCESS,Jaipur,Rajasthan,DEV100075,2357,
5ee37df5-2cf3-4041-9d79-f2eeafaa220d,2026-07-06 09:46:05,HDFC,ICICI,manish754@okhdfc,vikas271@icici,42799,Merchant,SUCCESS,Bangalore,Karnataka,DEV100176,1476,
e9f92fa2-7d00-4a10-94a7-6c0ac71d0c1c,2026-07-11 03:02:49,ICICI,Axis,prachi126@icici,riya768@axis,8815,P2P,SUCCESS,Delhi,Delhi,DEV100007,2444,
4f8eacd4-fa03-4953-a84b-44c93a28f912,2026-07-08 07:25:08,HDFC,Axis,nisha265@okhdfc,riya828@axis,29778,Merchant,SUCCESS,Hyderabad,Telangana,DEV100194,2379,
8a06e615-6f83-4c2d-bb94-7d4463f5f35a,2026-06-15 06:16:59,HDFC,ICICI,arjun194@okhdfc,riya782@icici,49973,P2P,SUCCESS,Jaipur,Rajasthan,DEV100097,2785,
ab407588-78bf-4d0c-a8b6-0e53365a71b3,2026-06-18 09:52:59,ICICI,SBI,neha439@icici,manish299@oksbi,43937,Bill Payment,SUCCESS,Mumbai,Maharashtra,DEV100199,1215,
da2809b9-7737-482e-bb84-1069d06cd259,2026-07-12 15:27:05,HDFC,SBI,harsh313@okhdfc,sneha839@oksbi,33653,P2P,SUCCESS,Ahmedabad,Gujarat,DEV100041,213,
13353842-ba72-4839-8435-ab6249c8be58,2026-07-06 11:14:18,Axis,SBI,riya355@axis,pooja128@oksbi,33566,Recharge,SUCCESS,Delhi,Delhi,DEV100180,700,
05bc590a-5628-4b56-b4a0-2e37329a0593,2026-07-10 20:13:48,HDFC,Axis,ankit920@okhdfc,amit401@axis,303,Bill Payment,SUCCESS,Pune,Maharashtra,DEV100180,2766,
cf4253f6-3c13-4e02-af3b-b8f92c834803,2026-06-16 08:10:48,SBI,ICICI,divya912@oksbi,arjun767@icici,40048,Merchant,SUCCESS,Jaipur,Rajasthan,DEV100071,2607,
ce74c05b-a155-45ca-964e-e22bc762be28,2026-06-21 13:55:43,SBI,ICICI,pooja492@oksbi,pooja566@icici,39640,Bill Payment,SUCCESS,Hyderabad,Telangana,DEV100007,346,
b1ebfc4b-f6d8-48b9-8a6a-6d5da03bb0ca,2026-07-06 03:02:40,ICICI,SBI,amit544@icici,divya722@oksbi,33119,P2P,FAILED,Indore,Madhya Pradesh,DEV100098,2648,Bank Server Down
aff55565-4de8-4862-a03c-de7ffca36365,2026-06-23 18:13:17,Axis,ICICI,harsh530@axis,neha108@icici,26141,P2P,SUCCESS,Pune,Maharashtra,DEV100035,2506,
2163b74e-3fd6-4167-97db-6eb77fd00728,2026-06-24 06:22:21,SBI,Axis,simran534@oksbi,manish629@axis,11937,P2P,SUCCESS,Bangalore,Karnataka,DEV100044,2455,
22c00737-7aa7-4eae-8221-4e841fdd9a70,2026-07-05 10:30:03,HDFC,Axis,harsh913@okhdfc,amit447@axis,9513,Merchant,SUCCESS,Ahmedabad,Gujarat,DEV100018,195,
8a969de7-ee72-4311-a40a-2f0c28922360,2026-07-05 02:47:35,HDFC,SBI,amit294@okhdfc,ankit285@oksbi,44005,P2P,SUCCESS,Hyderabad,Telangana,DEV100104,539,
275f3f5e-2bec-468b-b2d2-82c755b48196,2026-06-18 18:35:18,HDFC,Axis,arjun473@okhdfc,rahul460@axis,35915,P2P,SUCCESS,Jaipur,Rajasthan,DEV100014,2911,
e706180b-6121-403e-b1d5-f32c178e1c40,2026-06-17 19:25:35,SBI,HDFC,vikas778@oksbi,sneha364@okhdfc,13763,Bill Payment,SUCCESS,Ahmedabad,Gujarat,DEV100030,1429,
fdad6242-89ec-4d15-9305-6021be2a8774,2026-06-28 18:58:21,HDFC,Axis,simran747@okhdfc,nisha636@axis,48742,P2P,SUCCESS,Indore,Madhya Pradesh,DEV100126,1350,
8beb2381-d42e-460d-a0df-eaed8c45ce59,2026-07-11 14:51:44,SBI,ICICI,arjun849@oksbi,priya253@icici,34914,Merchant,SUCCESS,Ahmedabad,Gujarat,DEV100060,965,
2e1f3e23-16d3-4357-95be-8593f653645f,2026-06-12 19:42:06,SBI,HDFC,rahul947@oksbi,karan691@okhdfc,18875,P2P,SUCCESS,Pune,Maharashtra,DEV100001,119,
f2942855-d858-42bb-809a-9d2bc7a36daf,2026-07-09 09:50:54,SBI,ICICI,amit686@oksbi,ankit507@icici,1456,P2P,SUCCESS,Jaipur,Rajasthan,DEV100195,2812,
09e39bb4-6d44-4640-99cb-1af0c4cc8e5d,2026-06-24 23:49:13,SBI,Axis,pooja711@oksbi,pooja269@axis,29839,P2P,SUCCESS,Jaipur,Rajasthan,DEV100031,240,
1870fb0d-fee4-42c6-8e34-4d86fd1358c6,2026-07-08 23:01:48,HDFC,Axis,neha951@okhdfc,nisha758@axis,44188,P2P,SUCCESS,Pune,Maharashtra,DEV100167,925,
db13a08f-c557-4864-8117-1071135bb404,2026-06-23 13:25:43,HDFC,ICICI,manish423@okhdfc,sneha172@icici,10357,Merchant,SUCCESS,Bangalore,Karnataka,DEV100053,1535,
63522b7a-9272-4ca3-b3a5-7a6b39136d3a,2026-07-02 23:30:28,SBI,ICICI,priya967@oksbi,arjun524@icici,35249,P2P,SUCCESS,Indore,Madhya Pradesh,DEV100166,2402,
e86d2590-d9dd-40d8-a07f-93998f6452b5,2026-07-02 17:45:52,ICICI,Axis,neha966@icici,nisha414@axis,23232,P2P,SUCCESS,Ahmedabad,Gujarat,DEV100035,1591,
6cb39667-9691-4b4c-846c-fd7a0f78f11d,2026-07-05 18:29:01,HDFC,SBI,kapil184@okhdfc,arjun505@oksbi,7698,P2P,SUCCESS,Indore,Madhya Pradesh,DEV100155,1795,
2e64b09b-99eb-4d09-b0c3-cb479d8f3051,2026-06-30 15:40:23,SBI,Axis,priya544@oksbi,arjun768@axis,36070,P2P,SUCCESS,Mumbai,Maharashtra,DEV100006,1075,
a2ae5b88-b210-4a6f-9a93-44e059a768cf,2026-07-05 15:19:33,SBI,ICICI,prachi378@oksbi,harsh504@icici,38657,Recharge,SUCCESS,Indore,Madhya Pradesh,DEV100089,202,
f83593ca-a7a2-4246-828d-9f7b6e3c88c1,2026-06-18 14:10:23,HDFC,SBI,rahul506@okhdfc,priya467@oksbi,12145,P2P,SUCCESS,Hyderabad,Telangana,DEV100192,1009,
b5fdbe62-3f32-4617-8462-66d90cd6d7ea,2026-06-30 14:12:44,SBI,HDFC,arjun944@oksbi,nisha950@okhdfc,4895,Merchant,SUCCESS,Mumbai,Maharashtra,DEV100018,1455,
0643250a-1f09-4deb-b337-e099a6ad0ea9,2026-07-10 01:55:16,Axis,SBI,rahul416@axis,karan535@oksbi,33635,Bill Payment,SUCCESS,Ahmedabad,Gujarat,DEV100035,1767,
fabfab29-8fef-44c9-b189-0a1f88a795a3,2026-06-27 10:38:04,Axis,SBI,kapil627@axis,sneha629@oksbi,3128,Merchant,SUCCESS,Pune,Maharashtra,DEV100020,2707,
11d2d767-e419-4ae5-a42e-0270c0de8f5a,2026-06-17 22:36:48,ICICI,SBI,sneha847@icici,sneha334@oksbi,24764,Bill Payment,SUCCESS,Jaipur,Rajasthan,DEV100077,2712,
e18083df-b23e-4efe-a17d-cc73732b6784,2026-06-24 22:02:20,SBI,ICICI,rahul458@oksbi,karan599@icici,17962,P2P,SUCCESS,Ahmedabad,Gujarat,DEV100001,127,
ef3ca611-a4ba-4c4d-9a22-e19d1ce6a64c,2026-07-11 23:47:02,SBI,HDFC,simran404@oksbi,priya624@okhdfc,6103,P2P,SUCCESS,Mumbai,Maharashtra,DEV100133,137,
8113a671-fbd3-4029-af6b-6fbb27aef0a8,2026-06-21 22:54:55,Axis,ICICI,arjun654@axis,harsh524@icici,9870,P2P,SUCCESS,Mumbai,Maharashtra,DEV100119,156,
34935630-2bc0-4e87-ae83-f6b6aee4bfb1,2026-06-23 09:29:13,Axis,SBI,pooja980@axis,manish185@oksbi,45587,Merchant,SUCCESS,Mumbai,Maharashtra,DEV100172,184,
6d749f94-74ea-4a08-a017-6c43d919bc78,2026-06-20 18:14:00,HDFC,SBI,manish169@okhdfc,kapil443@oksbi,41532,P2P,SUCCESS,Mumbai,Maharashtra,DEV100177,823,
265a2e8c-6619-4111-bd8e-6ddccec78710,2026-06-21 19:42:34,ICICI,Axis,pooja814@icici,manish536@axis,41043,Merchant,SUCCESS,Delhi,Delhi,DEV100116,1301,
a89e52c8-87c3-4638-b981-fbb9f217254d,2026-06-13 08:43:03,HDFC,SBI,sneha694@okhdfc,vikas109@oksbi,17522,P2P,SUCCESS,Bangalore,Karnataka,DEV100189,2648,
4fbf5fe0-65c7-4eeb-8214-c7cd9234ad39,2026-06-15 04:25:03,HDFC,ICICI,divya101@okhdfc,ankit861@icici,43567,P2P,SUCCESS,Ahmedabad,Gujarat,DEV100057,2240,
920b55db-119c-4533-8de4-a2a631bf2a83,2026-06-16 08:46:32,Axis,ICICI,rahul471@axis,simran638@icici,43896,P2P,SUCCESS,Bangalore,Karnataka,DEV100158,1748,
e3e11f98-55e4-49d0-9f7a-feafba0da7d9,2026-07-03 08:14:40,HDFC,SBI,amit431@okhdfc,amit629@oksbi,2114,Bill Payment,SUCCESS,Hyderabad,Telangana,DEV100102,1448,
c8f951df-22ae-47b3-affa-8ffaf6dcb753,2026-06-14 03:03:52,Axis,ICICI,amit816@axis,riya322@icici,14907,P2P,SUCCESS,Hyderabad,Telangana,DEV100117,728,
edc42e10-404f-4296-838b-3199da5c0740,2026-07-09 07:57:00,Axis,HDFC,karan216@axis,kapil446@okhdfc,5466,Bill Payment,SUCCESS,Indore,Madhya Pradesh,DEV100026,2165,
547cdbf8-b369-47b5-965d-ff506ea5ed90,2026-07-07 06:08:31,Axis,HDFC,kapil884@axis,arjun629@okhdfc,3509,P2P,SUCCESS,Jaipur,Rajasthan,DEV100158,2655,
6e9f9668-f18b-4902-98a9-c3a421101ddb,2026-06-19 07:51:32,SBI,Axis,pooja668@oksbi,priya279@axis,42154,P2P,SUCCESS,Ahmedabad,Gujarat,DEV100056,333,
0d44a936-302a-4b40-b98b-ce0a18475f44,2026-06-30 09:46:21,HDFC,SBI,amit453@okhdfc,rohit646@oksbi,36476,Merchant,SUCCESS,Pune,Maharashtra,DEV100115,2158,
eb2bbf62-fba9-4ff7-87a5-0edfa8417c41,2026-06-27 19:55:01,HDFC,ICICI,prachi125@okhdfc,manish377@icici,10347,Recharge,SUCCESS,Mumbai,Maharashtra,DEV100127,2338,
4537fd94-19ee-44c7-8eeb-3463dff7fc8a,2026-06-30 08:28:54,HDFC,ICICI,sneha466@okhdfc,karan384@icici,5286,P2P,SUCCESS,Bangalore,Karnataka,DEV100199,1899,
1db66ddb-f63f-4e93-995a-fde4c3addda7,2026-06-15 04:26:49,HDFC,Axis,simran229@okhdfc,pooja286@axis,44563,Recharge,SUCCESS,Ahmedabad,Gujarat,DEV100028,348,
6f049707-2575-43f6-9497-414510f79ae7,2026-07-05 14:05:11,ICICI,Axis,vikas430@icici,neha565@axis,37336,Merchant,SUCCESS,Delhi,Delhi,DEV100067,1392,
3141ddba-ff9a-414d-baf9-1c3be23ec06e,2026-06-15 14:26:52,SBI,ICICI,harsh265@oksbi,kartik918@icici,19222,Recharge,SUCCESS,Bangalore,Karnataka,DEV100093,906,
4a8e7e25-91f8-4fa9-b748-87e745e69c44,2026-07-09 01:11:50,SBI,HDFC,amit383@oksbi,riya169@okhdfc,39947,P2P,SUCCESS,Indore,Madhya Pradesh,DEV100016,1672,
e3530302-ebc0-4925-9e50-ce92c84f7227,2026-06-16 04:35:42,SBI,ICICI,divya826@oksbi,rohit504@icici,20744,P2P,SUCCESS,Mumbai,Maharashtra,DEV100174,2680,
659dc048-9f46-49f4-a1f2-ea953d97be2b,2026-07-03 01:18:45,Axis,ICICI,sneha884@axis,riya313@icici,18735,P2P,SUCCESS,Ahmedabad,Gujarat,DEV100071,680,
9e833542-c9bc-4a93-b112-3282cffdbaef,2026-06-26 16:58:30,SBI,HDFC,sneha742@oksbi,prachi983@okhdfc,16394,Merchant,SUCCESS,Indore,Madhya Pradesh,DEV100132,589,
2c1df74c-3f6f-4ace-b732-fcd127089f1d,2026-07-07 06:58:01,HDFC,ICICI,nisha517@okhdfc,kapil241@icici,2826,Bill Payment,SUCCESS,Delhi,Delhi,DEV100047,1523,
237d175a-6f34-4ecf-9598-30febfe90292,2026-07-04 06:51:10,ICICI,HDFC,simran311@icici,vikas704@okhdfc,12912,P2P,SUCCESS,Indore,Madhya Pradesh,DEV100115,438,
